broad_sample	Name	Vector	Transcript	Symbol	NCBI Gene ID	Taxon ID	Gene Description	Annot. Gene Symbol	Annot. Gene ID	Prot Match %	MOI	Virus / ml	Insert Length	pert_type	control_type
ccsbBroad304_13482	ORF006156.1_TRC304.1	pLX_304	NM_173808.3	NEGR1	257194	9606	neuronal growth regulator 1	NEGR1	257194	63.8			678.0	trt	
ccsbBroad304_01195	ORF007303.1_TRC304.1	pLX_304	NM_004155.6	SERPINB9	5272	9606	serpin family B member 9	SERPINB9	5272	100.0			1128.0	trt	
ccsbBroad304_12665	ORF001174.1_TRC304.1	pLX_304	NM_001300843.2	ZNF556	80032	9606	zinc finger protein 556	ZNF556	80032	100.0			1365.0	trt	
ccsbBroad304_06808	ORF008071.1_TRC304.1	pLX_304	NM_002817.4	PSMD13	5719	9606	proteasome 26S subunit, non-ATPase 13	PSMD13	5719	99.7			1128.0	trt	
ccsbBroad304_12844	ORF002018.1_TRC304.1	pLX_304	NM_152850.3	PIGO	84720	9606	phosphatidylinositol glycan anchor biosynthesis class O	PIGO	84720	66.8			1362.0	trt	
ccsbBroad304_07277	ORF016178.1_TRC304.1	pLX_304	NM_001130841.1	RTCA	8634	9606	RNA 3'-terminal phosphate cyclase	RTCA	8634	99.7			1137.0	trt	
ccsbBroad304_03225	ORF016119.1_TRC304.1	pLX_304	NM_001321329.1	INSIG2	51141	9606	insulin induced gene 2	INSIG2	51141	100.0			675.0	trt	
ccsbBroad304_06154	ORF001683.1_TRC304.1	pLX_304	NM_001144774.3	ELAVL4	1996	9606	ELAV like RNA binding protein 4	ELAVL4	1996	99.4			1098.0	trt	
ccsbBroad304_02905	ORF009042.1_TRC304.1	pLX_304	NM_001033504.1	TMEM98	26022	9606	transmembrane protein 98	TMEM98	26022	100.0			678.0	trt	
ccsbBroad304_09394	ORF000119.1_TRC304.1	pLX_304	NM_001037293.2	PALM2AKAP2	445815	9606	PALM2 and AKAP2 fusion	PALM2AKAP2	445815	99.7			1137.0	trt	
ccsbBroad304_02333	ORF008646.1_TRC304.1	pLX_304	NM_005759.6	ABI2	10152	9606	abl interactor 2	ABI2	10152	100.0			1425.0	trt	
ccsbBroad304_06251	ORF017523.1_TRC304.1	pLX_304	NM_002044.4	GALK2	2585	9606	galactokinase 2	GALK2	2585	100.0			1374.0	trt	
ccsbBroad304_04297	ORF001321.1_TRC304.1	pLX_304	NM_031854.3	KRTAP4-12	83755	9606	keratin associated protein 4-12	KRTAP4-12	83755	100.0			603.0	trt	
ccsbBroad304_09240	ORF017014.1_TRC304.1	pLX_304	NM_032834.4	ALG10	84920	9606	ALG10 alpha-1,2-glucosyltransferase	ALG10	84920	99.7			1419.0	trt	
ccsbBroad304_15911	ORF008584.1_TRC304.1	pLX_304	XM_017009627.1	CEP72	55722	9606	centrosomal protein 72	CEP72	55722	100.0			1374.0	trt	
ccsbBroad304_08114	ORF006303.1_TRC304.1	pLX_304	NM_013243.4	SCG3	29106	9606	secretogranin III	SCG3	29106	99.7			1404.0	trt	
ccsbBroad304_06318	ORF002799.1_TRC304.1	pLX_304	NM_001039966.1	GPER1	2852	9606	G protein-coupled estrogen receptor 1	GPER1	2852	99.7			1125.0	trt	
ccsbBroad304_00550	ORF007563.1_TRC304.1	pLX_304	NM_024417.5	FDXR	2232	9606	ferredoxin reductase	FDXR	2232	99.7			1473.0	trt	
ccsbBroad304_07321	ORF002167.1_TRC304.1	pLX_304	NM_001142298.2	SQSTM1	8878	9606	sequestosome 1	SQSTM1	8878	100.0			1068.0	trt	
ccsbBroad304_02986	ORF006488.1_TRC304.1	pLX_304	NM_001040101.1	NSG1	27065	9606	neuronal vesicle trafficking associated 1	NSG1	27065	100.0			555.0	trt	
ccsbBroad304_12534	ORF015643.1_TRC304.1	pLX_304	NM_001111322.2	DDX54	79039	9606	DEAD-box helicase 54	DDX54	79039	21.5			672.0	trt	
ccsbBroad304_03992	ORF015493.1_TRC304.1	pLX_304	NM_031902.5	MRPS5	64969	9606	mitochondrial ribosomal protein S5	MRPS5	64969	100.0			1290.0	trt	
ccsbBroad304_03565	ORF001752.1_TRC304.1	pLX_304	NM_018269.4	ADI1	55256	9606	acireductone dioxygenase 1	ADI1	55256	100.0			537.0	trt	
ccsbBroad304_07644	ORF011679.1_TRC304.1	pLX_304	NM_006441.3	MTHFS	10588	9606	methenyltetrahydrofolate synthetase	MTHFS	10588	100.0			609.0	trt	
ccsbBroad304_12908	ORF012823.1_TRC304.1	pLX_304	NM_139126.4	PPIL4	85313	9606	peptidylprolyl isomerase like 4	PPIL4	85313	39.0			576.0	trt	
ccsbBroad304_00018	ORF015922.1_TRC304.1	pLX_304	NM_004302.5	ACVR1B	91	9606	activin A receptor type 1B	ACVR1B	91	100.0			1515.0	trt	
ccsbBroad304_01755	ORF004767.1_TRC304.1	pLX_304	NM_000373.4	UMPS	7372	9606	uridine monophosphate synthetase	UMPS	7372	100.0			1440.0	trt	
ccsbBroad304_09299	ORF016660.1_TRC304.1	pLX_304	NM_138355.4	SCRN2	90507	9606	secernin 2	SCRN2	90507	99.2			1275.0	trt	
ccsbBroad304_15648	ORF010489.1_TRC304.1	pLX_304	XM_017028118.1	EIF2S2	8894	9606	eukaryotic translation initiation factor 2 subunit beta	EIF2S2	8894	65.2			642.0	trt	
ccsbBroad304_02598	ORF018376.1_TRC304.1	pLX_304	NM_001177701.3	IFT27	11020	9606	intraflagellar transport 27	IFT27	11020	100.0			558.0	trt	
ccsbBroad304_04236	ORF015257.1_TRC304.1	pLX_304	NM_030795.4	STMN4	81551	9606	stathmin 4	STMN4	81551	100.0			648.0	trt	
ccsbBroad304_04989	ORF012538.1_TRC304.1	pLX_304	NM_144675.2	GSG1L	146395	9606	GSG1 like	GSG1L	146395	100.0			528.0	trt	
ccsbBroad304_01362	ORF013559.1_TRC304.1	pLX_304	NM_004163.4	RAB27B	5874	9606	RAB27B, member RAS oncogene family	RAB27B	5874	100.0			654.0	trt	
ccsbBroad304_00226	ORF017671.1_TRC304.1	pLX_304	NM_001753.5	CAV1	857	9606	caveolin 1	CAV1	857	100.0			534.0	trt	
ccsbBroad304_04019	ORF002840.1_TRC304.1	pLX_304	NM_001258220.1	MIS12	79003	9606	MIS12 kinetochore complex component	MIS12	79003	100.0			615.0	trt	
ccsbBroad304_06644	ORF003847.1_TRC304.1	pLX_304	NM_002513.2	NME3	4832	9606	NME/NM23 nucleoside diphosphate kinase 3	NME3	4832	100.0			507.0	trt	
ccsbBroad304_07860	ORF005603.1_TRC304.1	pLX_304	NM_015193.5	ARC	23237	9606	activity regulated cytoskeleton associated protein	ARC	23237	100.0			1188.0	trt	
ccsbBroad304_07947	ORF008673.1_TRC304.1	pLX_304	NM_014350.4	TNFAIP8	25816	9606	TNF alpha induced protein 8	TNFAIP8	25816	99.4			594.0	trt	
ccsbBroad304_00608	ORF017989.1_TRC304.1	pLX_304	NM_013445.3	GAD1	2571	9606	glutamate decarboxylase 1	GAD1	2571	100.0			672.0	trt	
ccsbBroad304_09247	ORF017384.1_TRC304.1	pLX_304	NM_032871.3	RELT	84957	9606	RELT TNF receptor	RELT	84957	100.0			1290.0	trt	
ccsbBroad304_04131	ORF002024.1_TRC304.1	pLX_304	NM_024760.3	TLE6	79816	9606	TLE family member 6, subcortical maternal complex member	TLE6	79816	100.0			1347.0	trt	
ccsbBroad304_06030	ORF005385.1_TRC304.1	pLX_304	NM_001185022.1	CLDN7	1366	9606	claudin 7	CLDN7	1366	99.0			633.0	trt	
ccsbBroad304_08183	ORF017011.1_TRC304.1	pLX_304	NM_001129765.1	NSDHL	50814	9606	NAD(P) dependent steroid dehydrogenase-like	NSDHL	50814	100.0			1119.0	trt	
ccsbBroad304_00032	ORF005631.1_TRC304.1	pLX_304	NM_000026.4	ADSL	158	9606	adenylosuccinate lyase	ADSL	158	100.0			1452.0	trt	
ccsbBroad304_02265	ORF002495.1_TRC304.1	pLX_304	NM_144498.3	OSBPL2	9885	9606	oxysterol binding protein like 2	OSBPL2	9885	100.0			1440.0	trt	
ccsbBroad304_02600	ORF003896.1_TRC304.1	pLX_304	NM_001008712.2	RBPMS	11030	9606	RNA binding protein, mRNA processing factor	RBPMS	11030	100.0			657.0	trt	
ccsbBroad304_04932	ORF010754.1_TRC304.1	pLX_304	NM_138289.3	ACTRT1	139741	9606	actin related protein T1	ACTRT1	139741	100.0			1128.0	trt	
ccsbBroad304_10895	ORF006907.1_TRC304.1	pLX_304	NM_000869.6	HTR3A	3359	9606	5-hydroxytryptamine receptor 3A	HTR3A	3359	100.0			1434.0	trt	
ccsbBroad304_07769	ORF015868.1_TRC304.1	pLX_304	NM_007191.5	WIF1	11197	9606	WNT inhibitory factor 1	WIF1	11197	99.7			1137.0	trt	
ccsbBroad304_12165	ORF013394.1_TRC304.1	pLX_304	NM_001350531.2	LARP1B	55132	9606	La ribonucleoprotein 1B	LARP1B	55132	30.8			603.0	trt	
ccsbBroad304_06293	ORF016732.1_TRC304.1	pLX_304	NM_005272.4	GNAT2	2780	9606	G protein subunit alpha transducin 2	GNAT2	2780	100.0			1062.0	trt	
ccsbBroad304_08863	ORF008541.1_TRC304.1	pLX_304	NM_022744.4	C16orf58	64755	9606	chromosome 16 open reading frame 58	C16orf58	64755	99.7			1404.0	trt	
ccsbBroad304_08673	ORF005245.1_TRC304.1	pLX_304	NM_020191.4	MRPS22	56945	9606	mitochondrial ribosomal protein S22	MRPS22	56945	99.7			1080.0	trt	
ccsbBroad304_02427	ORF006932.1_TRC304.1	pLX_304	NM_032635.4	TMEM147	10430	9606	transmembrane protein 147	TMEM147	10430	100.0			672.0	trt	
ccsbBroad304_14050	ORF016419.1_TRC304.1	pLX_304	NM_006464.4	TGOLN2	10618	9606	trans-golgi network protein 2	TGOLN2	10618	97.5			1341.0	trt	
ccsbBroad304_10904	ORF010471.1_TRC304.1	pLX_304	BC032249.1	IGHA1	3493	9606		IGHA1	3493				1497.0	trt	
ccsbBroad304_08936	ORF006602.1_TRC304.1	pLX_304	NM_024557.6	RIC3	79608	9606	RIC3 acetylcholine receptor chaperone	RIC3	79608	99.4			1104.0	trt	
ccsbBroad304_15506	ORF013539.1_TRC304.1	pLX_304	NM_006166.4	NFYB	4801	9606	nuclear transcription factor Y subunit beta	NFYB	4801	99.5			621.0	trt	
ccsbBroad304_09137	ORF002526.1_TRC304.1	pLX_304	NM_032028.4	TSSK1B	83942	9606	testis specific serine kinase 1B	TSSK1B	83942	100.0			1101.0	trt	
ccsbBroad304_05067	ORF012242.1_TRC304.1	pLX_304	NM_144721.6	THAP6	152815	9606	THAP domain containing 6	THAP6	152815	100.0			666.0	trt	
ccsbBroad304_06294	ORF011080.1_TRC304.1	pLX_304	NM_002073.4	GNAZ	2781	9606	G protein subunit alpha z	GNAZ	2781	99.7			1065.0	trt	
ccsbBroad304_00481	ORF005827.1_TRC304.1	pLX_304	NM_001958.5	EEF1A2	1917	9606	eukaryotic translation elongation factor 1 alpha 2	EEF1A2	1917	100.0			1389.0	trt	
ccsbBroad304_02738	ORF011385.1_TRC304.1	pLX_304	NM_015169.4	RRS1	23212	9606	ribosome biogenesis regulator 1 homolog	RRS1	23212	100.0			1095.0	trt	
ccsbBroad304_02685	ORF018485.1_TRC304.1	pLX_304	NM_001371276.1	IKZF2	22807	9606	IKAROS family zinc finger 2	IKZF2	22807	100.0			1500.0	trt	
ccsbBroad304_02339	ORF013560.1_TRC304.1	pLX_304	NM_005772.5	RCL1	10171	9606	RNA terminal phosphate cyclase like 1	RCL1	10171	100.0			1119.0	trt	
ccsbBroad304_04712	ORF001528.1_TRC304.1	pLX_304	NM_052965.4	TSEN15	116461	9606	tRNA splicing endonuclease subunit 15	TSEN15	116461	100.0			513.0	trt	
ccsbBroad304_07347	ORF000332.1_TRC304.1	pLX_304	NM_001161444.2	SH2D2A	9047	9606	SH2 domain containing 2A	SH2D2A	9047	99.7			1167.0	trt	
ccsbBroad304_11926	ORF011119.1_TRC304.1	pLX_304	NR_133661.2	KCNK4	50801	9606	potassium two pore domain channel subfamily K member 4	KCNK4	50801				552.0	trt	
ccsbBroad304_01513	ORF018358.1_TRC304.1	pLX_304	NM_006923.4	SDF2	6388	9606	stromal cell derived factor 2	SDF2	6388	100.0			633.0	trt	
ccsbBroad304_03968	ORF000169.1_TRC304.1	pLX_304	NM_022777.4	IFT22	64792	9606	intraflagellar transport 22	IFT22	64792	100.0			555.0	trt	
ccsbBroad304_07887	ORF017317.1_TRC304.1	pLX_304	NM_014291.3	GCAT	23464	9606	glycine C-acetyltransferase	GCAT	23464	99.5			1257.0	trt	
ccsbBroad304_13808	ORF017937.1_TRC304.1	pLX_304	NM_001614.5	ACTG1	71	9606	actin gamma 1	ACTG1	71	99.4			1124.0	trt	
ccsbBroad304_07751	ORF001773.1_TRC304.1	pLX_304	NM_007043.7	KRR1	11103	9606	KRR1 small subunit processome component homolog	KRR1	11103	99.7			1143.0	trt	
ccsbBroad304_07411	ORF005473.1_TRC304.1	pLX_304	NM_004811.2	LPXN	9404	9606	leupaxin	LPXN	9404	100.0			1158.0	trt	
ccsbBroad304_06162	ORF005712.1_TRC304.1	pLX_304	NM_001976.5	ENO3	2027	9606	enolase 3	ENO3	2027	99.5			1302.0	trt	
ccsbBroad304_15663	ORF010143.1_TRC304.1	pLX_304	NM_001367581.1	CYTH3	9265	9606	cytohesin 3	CYTH3	9265	77.1			537.0	trt	
ccsbBroad304_02042	ORF003343.1_TRC304.1	pLX_304	NM_001034116.1	EIF2B4	8890	9606	eukaryotic translation initiation factor 2B subunit delta	EIF2B4	8890	100.0			1569.0	trt	
ccsbBroad304_05796	ORF014939.1_TRC304.1	pLX_304	NM_000476.2	AK1	203	9606	adenylate kinase 1	AK1	203	98.9			582.0	trt	
ccsbBroad304_07148	ORF000064.1_TRC304.1	pLX_304	NM_001127196.2	CNBP	7555	9606	CCHC-type zinc finger nucleic acid binding protein	CNBP	7555	100.0			510.0	trt	
ccsbBroad304_11546	ORF005551.1_TRC304.1	pLX_304	NM_001242673.1	AHCYL1	10768	9606	adenosylhomocysteinase like 1	AHCYL1	10768	96.6			1500.0	trt	
ccsbBroad304_10765	ORF010150.1_TRC304.1	pLX_304	NM_001347253.1	CYP19A1	1588	9606	cytochrome P450 family 19 subfamily A member 1	CYP19A1	1588	41.7			654.0	trt	
ccsbBroad304_05792	ORF017947.1_TRC304.1	pLX_304	NM_009585.3	AGTR1	185	9606	angiotensin II receptor type 1	AGTR1	185	99.4			1077.0	trt	
ccsbBroad304_15620	ORF011860.1_TRC304.1	pLX_304	NM_001079.3	ZAP70	7535	9606	zeta chain of T cell receptor associated protein kinase 70	ZAP70	7535	78.5			1479.0	trt	
ccsbBroad304_01320	ORF006224.1_TRC304.1	pLX_304	NM_002810.3	PSMD4	5710	9606	proteasome 26S subunit, non-ATPase 4	PSMD4	5710	100.0			1131.0	trt	
ccsbBroad304_10718	ORF003921.1_TRC304.1	pLX_304	NM_001291961.2	ENTPD3	956	9606	ectonucleoside triphosphate diphosphohydrolase 3	ENTPD3	956	99.7			1356.0	trt	
ccsbBroad304_05754	ORF008941.1_TRC304.1	pLX_304	NM_000663.4	ABAT	18	9606	4-aminobutyrate aminotransferase	ABAT	18	99.8			1500.0	trt	
ccsbBroad304_14192	ORF010716.1_TRC304.1	pLX_304	NM_018221.5	MOB1A	55233	9606	MOB kinase activator 1A	MOB1A	55233	98.6			647.0	trt	
ccsbBroad304_13974	ORF006521.1_TRC304.1	pLX_304	XM_011542970.2	TYR	7299	9606	tyrosinase	TYR	7299	73.9			1130.0	trt	
ccsbBroad304_09043	ORF009128.1_TRC304.1	pLX_304	NM_001145392.1	TSEN2	80746	9606	tRNA splicing endonuclease subunit 2	TSEN2	80746	100.0			1395.0	trt	
ccsbBroad304_04127	ORF008103.1_TRC304.1	pLX_304	NM_024738.4	C12orf49	79794	9606	chromosome 12 open reading frame 49	C12orf49	79794	100.0			615.0	trt	
ccsbBroad304_15554	ORF003376.1_TRC304.1	pLX_304	NM_080423.2	PTPN2	5771	9606	protein tyrosine phosphatase non-receptor type 2	PTPN2	5771	100.0			1059.0	trt	
ccsbBroad304_01681	ORF015847.1_TRC304.1	pLX_304	NM_004617.4	TM4SF4	7104	9606	transmembrane 4 L six family member 4	TM4SF4	7104	100.0			606.0	trt	
ccsbBroad304_00641	ORF015607.1_TRC304.1	pLX_304	NM_005266.6	GJA5	2702	9606	gap junction protein alpha 5	GJA5	2702	100.0			1074.0	trt	
ccsbBroad304_08903	ORF014351.1_TRC304.1	pLX_304	NM_024037.3	AUNIP	79000	9606	aurora kinase A and ninein interacting protein	AUNIP	79000	100.0			1071.0	trt	
ccsbBroad304_06504	ORF009848.1_TRC304.1	pLX_304	NM_005554.4	KRT6A	3853	9606	keratin 6A	KRT6A	3853	99.8			1692.0	trt	
ccsbBroad304_07634	ORF016806.1_TRC304.1	pLX_304	NM_006412.4	AGPAT2	10555	9606	1-acylglycerol-3-phosphate O-acyltransferase 2	AGPAT2	10555	99.6			834.0	trt	
ccsbBroad304_02899	ORF010972.1_TRC304.1	pLX_304	NM_015526.3	CLIP3	25999	9606	CAP-Gly domain containing linker protein 3	CLIP3	25999	100.0			1641.0	trt	
ccsbBroad304_13209	ORF003494.1_TRC304.1	pLX_304	NM_001330728.1	SIRPA	140885	9606	signal regulatory protein alpha	SIRPA	140885	97.4			1521.0	trt	
ccsbBroad304_03369	ORF007030.1_TRC304.1	pLX_304	NM_016243.3	CYB5R1	51706	9606	cytochrome b5 reductase 1	CYB5R1	51706	100.0			915.0	trt	
ccsbBroad304_12064	ORF009203.1_TRC304.1	pLX_304	NM_019080.2	NDFIP2	54602	9606	Nedd4 family interacting protein 2	NDFIP2	54602	2.3			726.0	trt	
ccsbBroad304_12596	ORF004609.1_TRC304.1	pLX_304	XM_006717287.1	GALNT12	79695	9606	polypeptide N-acetylgalactosaminyltransferase 12	GALNT12	79695	95.7			816.0	trt	
ccsbBroad304_15806	ORF008492.1_TRC304.1	pLX_304	NM_014551.4	NCAPH2	29781	9606	non-SMC condensin II complex subunit H2	NCAPH2	29781	83.2			747.0	trt	
ccsbBroad304_12958	ORF012025.1_TRC304.1	pLX_304	BC033881.1	ATP23	91419	9606		ATP23	91419				336.0	trt	
ccsbBroad304_07964	ORF004310.1_TRC304.1	pLX_304	NM_001114092.2	THUMPD3	25917	9606	THUMP domain containing 3	THUMPD3	25917	99.8			1521.0	trt	
ccsbBroad304_08452	ORF003659.1_TRC304.1	pLX_304	NM_017916.3	PIH1D1	55011	9606	PIH1 domain containing 1	PIH1D1	55011	98.6			870.0	trt	
ccsbBroad304_07714	ORF013538.1_TRC304.1	pLX_304	NM_001017956.2	OS9	10956	9606	OS9 endoplasmic reticulum lectin	OS9	10956	100.0			1836.0	trt	
ccsbBroad304_09036	ORF003053.1_TRC304.1	pLX_304	NM_025234.3	WDR61	80349	9606	WD repeat domain 61	WDR61	80349	100.0			915.0	trt	
ccsbBroad304_03908	ORF004399.1_TRC304.1	pLX_304	NM_022098.4	XPNPEP3	63929	9606	X-prolyl aminopeptidase 3	XPNPEP3	63929	100.0			1521.0	trt	
ccsbBroad304_12796	ORF011213.1_TRC304.1	pLX_304	NM_001349069.1	RHBDD1	84236	9606	rhomboid domain containing 1	RHBDD1	84236	31.7			318.0	trt	
ccsbBroad304_00313	ORF014222.1_TRC304.1	pLX_304	NM_001281.3	TBCB	1155	9606	tubulin folding cofactor B	TBCB	1155	100.0			732.0	trt	
ccsbBroad304_01002	ORF016381.1_TRC304.1	pLX_304	NM_005371.6	METTL1	4234	9606	methyltransferase like 1	METTL1	4234	100.0			828.0	trt	
ccsbBroad304_15399	ORF013857.1_TRC304.1	pLX_304	NM_001278421.1	DYNC1I1	1780	9606	dynein cytoplasmic 1 intermediate chain 1	DYNC1I1	1780	99.8			1875.0	trt	
ccsbBroad304_10290	ORF001025.1_TRC304.1	pLX_304	NR_045024.1	SNHG29	125144	9606	small nucleolar RNA host gene 29	SNHG29	125144				390.0	trt	
ccsbBroad304_04278	ORF017064.1_TRC304.1	pLX_304	NM_031435.4	THAP2	83591	9606	THAP domain containing 2	THAP2	83591	100.0			684.0	trt	
ccsbBroad304_02790	ORF004664.1_TRC304.1	pLX_304	NM_001031695.4	RBFOX2	23543	9606	RNA binding fox-1 homolog 2	RBFOX2	23543	100.0			1140.0	trt	
ccsbBroad304_11859	ORF006836.1_TRC304.1	pLX_304	XM_011509420.3	KLHL20	27252	9606	kelch like family member 20	KLHL20	27252	35.4			690.0	trt	
ccsbBroad304_02037	ORF017054.1_TRC304.1	pLX_304	NM_004665.5	VNN2	8875	9606	vanin 2	VNN2	8875	100.0			1560.0	trt	
ccsbBroad304_01550	ORF005873.1_TRC304.1	pLX_304	NM_003054.6	SLC18A2	6571	9606	solute carrier family 18 member A2	SLC18A2	6571	100.0			1542.0	trt	
ccsbBroad304_03264	ORF018026.1_TRC304.1	pLX_304	NM_016525.5	UBAP1	51271	9606	ubiquitin associated protein 1	UBAP1	51271	100.0			1506.0	trt	
ccsbBroad304_03341	ORF008167.1_TRC304.1	pLX_304	NM_015934.5	NOP58	51602	9606	NOP58 ribonucleoprotein	NOP58	51602	100.0			1587.0	trt	
ccsbBroad304_00206	ORF005470.1_TRC304.1	pLX_304	NM_004342.7	CALD1	800	9606	caldesmon 1	CALD1	800	100.0			1614.0	trt	
ccsbBroad304_00045	ORF007461.1_TRC304.1	pLX_304	NM_001005353.2	AK4	205	9606	adenylate kinase 4	AK4	205	100.0			669.0	trt	
ccsbBroad304_12042	ORF013899.1_TRC304.1	pLX_304	NM_001284241.2	CCSER2	54462	9606	coiled-coil serine rich protein 2	CCSER2	54462	94.8			1614.0	trt	
ccsbBroad304_02984	ORF003249.1_TRC304.1	pLX_304	NM_001014987.2	LAT	27040	9606	linker for activation of T cells	LAT	27040	100.0			699.0	trt	
ccsbBroad304_09720	ORF016094.1_TRC304.1	pLX_304	NM_144965.3	TTC16	158248	9606	tetratricopeptide repeat domain 16	TTC16	158248	99.6			2619.0	trt	
ccsbBroad304_09521	ORF009700.1_TRC304.1	pLX_304	NM_080741.4	NEU4	129807	9606	neuraminidase 4	NEU4	129807	99.7			1488.0	trt	
ccsbBroad304_02814	ORF005501.1_TRC304.1	pLX_304	NM_012316.5	KPNA6	23633	9606	karyopherin subunit alpha 6	KPNA6	23633	100.0			1608.0	trt	
ccsbBroad304_16041	ORF016958.1_TRC304.1	pLX_304	NM_032649.6	CNDP1	84735	9606	carnosine dipeptidase 1	CNDP1	84735	100.0			1521.0	trt	
ccsbBroad304_09358	ORF013067.1_TRC304.1	pLX_304	NM_144578.4	MAPK1IP1L	93487	9606	mitogen-activated protein kinase 1 interacting protein 1 like	MAPK1IP1L	93487	100.0			735.0	trt	
ccsbBroad304_14237	ORF002714.1_TRC304.1	pLX_304	NM_001300989.2	PTBP2	58155	9606	polypyrimidine tract binding protein 2	PTBP2	58155	100.0			1596.0	trt	
ccsbBroad304_13604	ORF000291.1_TRC304.1	pLX_304	NM_001103184.4	FMN1	342184	9606	formin 1	FMN1	342184	41.4			1509.0	trt	
ccsbBroad304_11220	ORF000175.1_TRC304.1	pLX_304	NM_005663.5	NELFA	7469	9606	negative elongation factor complex member A	NELFA	7469	100.0			1584.0	trt	
ccsbBroad304_15820	ORF011506.1_TRC304.1	pLX_304	NM_015957.4	APIP	51074	9606	APAF1 interacting protein	APIP	51074	99.1			726.0	trt	
ccsbBroad304_14161	ORF007301.1_TRC304.1	pLX_304	NM_001272037.2	TSPEAR	54084	9606	thrombospondin type laminin G domain and EAR repeats	TSPEAR	54084	85.1			1590.0	trt	
ccsbBroad304_15930	ORF004178.1_TRC304.1	pLX_304	NM_199171.2	PMEPA1	56937	9606	prostate transmembrane protein, androgen induced 1	PMEPA1	56937	100.0			711.0	trt	
ccsbBroad304_12860	ORF002669.1_TRC304.1	pLX_304	NM_032732.6	IL17RC	84818	9606	interleukin 17 receptor C	IL17RC	84818	69.2			1614.0	trt	
ccsbBroad304_04526	ORF011343.1_TRC304.1	pLX_304	NM_134258.1	TBL1Y	90665	9606	transducin beta like 1 Y-linked	TBL1Y	90665	100.0			1566.0	trt	
ccsbBroad304_14468	ORF009842.1_TRC304.1	pLX_304	NM_173674.2	DCBLD1	285761	9606	discoidin, CUB and LCCL domain containing 1	DCBLD1	285761	99.0			1615.0	trt	
ccsbBroad304_13584	ORF018039.1_TRC304.1	pLX_304	NM_181725.3	METTL2A	339175	9606	methyltransferase like 2A	METTL2A	339175	63.7			726.0	trt	
ccsbBroad304_05750	ORF013435.1_TRC304.1	pLX_304	NM_000015.3	NAT2	10	9606	N-acetyltransferase 2	NAT2	10	99.3			870.0	trt	
ccsbBroad304_12953	ORF013569.1_TRC304.1	pLX_304	NM_138368.5	AP5B1	91056	9606	adaptor related protein complex 5 subunit beta 1	AP5B1	91056	25.3			669.0	trt	
ccsbBroad304_09138	ORF010916.1_TRC304.1	pLX_304	NM_032036.3	IFI27L2	83982	9606	interferon alpha inducible protein 27 like 2	IFI27L2	83982	99.2			390.0	trt	
ccsbBroad304_04034	ORF013834.1_TRC304.1	pLX_304	NM_024071.3	ZFYVE21	79038	9606	zinc finger FYVE-type containing 21	ZFYVE21	79038	100.0			702.0	trt	
ccsbBroad304_12721	ORF000730.1_TRC304.1	pLX_304	XM_006721288.4	GFOD2	81577	9606	glucose-fructose oxidoreductase domain containing 2	GFOD2	81577	100.0			840.0	trt	
ccsbBroad304_05808	ORF002361.1_TRC304.1	pLX_304	NM_001632.5	ALPP	250	9606	alkaline phosphatase, placental	ALPP	250	99.8			1605.0	trt	
ccsbBroad304_01566	ORF004210.1_TRC304.1	pLX_304	NM_004596.5	SNRPA	6626	9606	small nuclear ribonucleoprotein polypeptide A	SNRPA	6626	100.0			846.0	trt	
ccsbBroad304_01329	ORF008002.1_TRC304.1	pLX_304	NM_031991.4	PTBP1	5725	9606	polypyrimidine tract binding protein 1	PTBP1	5725	100.0			1593.0	trt	
ccsbBroad304_03051	ORF016988.1_TRC304.1	pLX_304	NM_014049.5	ACAD9	28976	9606	acyl-CoA dehydrogenase family member 9	ACAD9	28976	100.0			1863.0	trt	
ccsbBroad304_05571	ORF001747.1_TRC304.1	pLX_304	NM_001346980.1	SERP2	387923	9606	stress associated endoplasmic reticulum protein family member 2	SERP2	387923	100.0			195.0	trt	
ccsbBroad304_13414	ORF011186.1_TRC304.1	pLX_304	XM_017025610.1	DOK6	220164	9606	docking protein 6	DOK6	220164	100.0			669.0	trt	
ccsbBroad304_08782	ORF013148.1_TRC304.1	pLX_304	NM_021249.5	SNX6	58533	9606	sorting nexin 6	SNX6	58533	100.0			870.0	trt	
ccsbBroad304_07134	ORF011892.1_TRC304.1	pLX_304	NM_003389.3	CORO2A	7464	9606	coronin 2A	CORO2A	7464	99.8			1575.0	trt	
ccsbBroad304_04775	ORF008988.1_TRC304.1	pLX_304	NM_173474.4	NTAN1	123803	9606	N-terminal asparagine amidase	NTAN1	123803	100.0			930.0	trt	
ccsbBroad304_05828	ORF009113.1_TRC304.1	pLX_304	NM_001637.4	AOAH	313	9606	acyloxyacyl hydrolase	AOAH	313	100.0			1725.0	trt	
ccsbBroad304_09306	ORF018121.1_TRC304.1	pLX_304	NM_001006684.1	TCEAL8	90843	9606	transcription elongation factor A like 8	TCEAL8	90843	99.1			351.0	trt	
ccsbBroad304_16045	ORF000057.1_TRC304.1	pLX_304	NM_032772.6	ZNF503	84858	9606	zinc finger protein 503	ZNF503	84858	94.2			1827.0	trt	
ccsbBroad304_09235	ORF017065.1_TRC304.1	pLX_304	NM_032802.4	SPPL2A	84888	9606	signal peptide peptidase like 2A	SPPL2A	84888	99.6			1559.0	trt	
